param,best,x_value,peak_force
k_cb,0.001,0.00215443469003188,21132.4079837556
k_cb,0.001,0.00464158883361278,30854.0648694569
k_cb,0.001,0.01,42038.571315575
k_boltzmann,1.38e-23,1.38e-24,3549.42063619744
k_boltzmann,1.38e-23,2.973119872244e-24,5521.53212215573
k_boltzmann,1.38e-23,6.40539259038564e-24,8724.31341880066
k_boltzmann,1.38e-23,1.38e-23,14121.4725668261
k_boltzmann,1.38e-23,2.973119872244e-23,23325.2760883221
k_boltzmann,1.38e-23,6.40539259038563e-23,34650.2250818597
k_boltzmann,1.38e-23,1.38e-22,43038.0835577663
temperature,288,28.8,3549.42063619744
temperature,288,62.0477190729183,5521.53212226932
temperature,288,133.677758408048,8724.31341880068
temperature,288,288,14121.4725668261
temperature,288,620.477190729183,23325.2760888347
temperature,288,1336.77758408048,34650.2250818597
temperature,288,2880,43038.0835577663
compliance_factor,0.5,0.05,26881.2903331661
compliance_factor,0.5,0.107721734501594,22970.8141287464
compliance_factor,0.5,0.232079441680639,18389.8944616424
compliance_factor,0.5,0.5,14121.4725668261
compliance_factor,0.5,1.07721734501594,10518.695221487
compliance_factor,0.5,2.32079441680639,7628.11938021281
compliance_factor,0.5,5,5722.77080424359
k_force,0.00015,1.5e-05,8221.69123189992
k_force,0.00015,3.23165203504783e-05,8878.2446886676
k_force,0.00015,6.96238325041917e-05,10420.3052526576
k_force,0.00015,0.00015,14121.4725668261
k_force,0.00015,0.000323165203504783,21432.8765526375
k_force,0.00015,0.000696238325041917,29278.5728853935
k_force,0.00015,0.0015,34086.2127375778
k_coop,1.00805,0.100805,18874.5525729969
k_coop,1.00805,0.217177788928664,18091.2855997634
k_coop,1.00805,0.467895362372336,16607.187999759
k_coop,1.00805,1.00805,14121.4725668261
k_coop,1.00805,2.17177788928664,10850.4246710531
k_coop,1.00805,4.67895362372336,7705.97625457617
k_coop,1.00805,10.0805,5061.54240471288
passive_k_linear,14,1.4,16178.3195883911
passive_k_linear,14,3.01620856604464,15887.3417125818
passive_k_linear,14,6.49822436705789,15288.8432275748
passive_k_linear,14,14,14121.4725668261
passive_k_linear,14,30.1620856604464,12087.3534517277
passive_k_linear,14,64.9822436705789,9151.48313101832
passive_k_linear,14,140,5888.388104926
passive_hsl_slack,1265,126.5,33796.9324286969
passive_hsl_slack,1265,272.535988289033,31843.746437761
passive_hsl_slack,1265,587.160987452017,27078.8547949004
passive_hsl_slack,1265,1265,14121.4725668261
passive_hsl_slack,1265,2725.35988289033,NaN
passive_hsl_slack,1265,5871.60987452016,NaN
passive_hsl_slack,1265,12650,NaN
k_4_1,0.1,0.01,13234.585821679
k_4_1,0.1,0.0215443469003188,13351.8158291071
k_4_1,0.1,0.0464158883361278,13601.3337941346
k_4_1,0.1,0.1,14121.4725668261
k_4_1,0.1,0.215443469003188,15139.0605740926
k_4_1,0.1,0.464158883361278,17849.2779919008
k_4_1,0.1,1,23266.0435110708
max_rate,5000,500,14096.8948702895
max_rate,5000,1077.21734501594,14110.2806626985
max_rate,5000,2320.79441680639,14116.8533198292
max_rate,5000,5000,14121.4725668261
max_rate,5000,10772.1734501594,14125.8003197643
max_rate,5000,23207.9441680639,14130.2496217063
max_rate,5000,50000,14133.314522007
